contour15s_lon,contour15s_lat,contour15s_x,contour15s_y,normals_x,normals_y
-83.1509234072804,28.316905427583187,289110.2773735899,3134186.682470762,0.9763930165107906,0.21600156783912225
-83.14117927148665,28.28020987543282,289993.81881933886,3130102.990175726,0.9782033987466002,0.20764900837856115
-83.13176643721741,28.243446885340873,290845.45473059197,3126012.521653422,0.9796378942994092,0.20077249824769194
-83.12262014247229,28.206631411486985,291671.5398439751,3121916.8137514587,0.9807123881321557,0.19545641909163267
-83.11367235083024,28.169777894928597,292478.7574503857,3117817.3433199814,0.9814388859828528,0.19177516283590249
-83.10485212210781,28.13290044436489,293274.08394367876,3113715.5478904704,0.9818242163929632,0.18979253964353734
-83.09608616092436,28.096013031155987,294064.7358062821,3109612.8482464724,0.9818698710553868,0.18955620885024585
-83.0872996580617,28.059129672578578,294858.087645621,3105510.6701921304,0.9815719595164488,0.1910928787031028
-83.0784172434873,28.022264623288738,295661.5790637321,3101410.4674152583,0.9809207588167126,0.19440798574761461
-83.06936385130778,27.98543259184033,296482.6300133527,3097313.7469744077,0.9799008233340935,0.1994852787279451
-83.06006570342609,27.948648923122743,297328.5442013053,3093222.0912042754,0.9784918759089057,0.2062853576487454
-83.05045129278557,27.911929746627465,298206.4122399302,3089137.1758218673,0.9766702859631862,0.21474438878952823
-83.04045246874904,27.87529204508501,299123.0043681467,3085060.7793573043,0.9744103328541248,0.2247765628954971
-83.0300052054312,27.838753712889854,300084.6941448657,3080994.7909014565,0.9716861750899781,0.23627521482163175
-83.01905058480996,27.80233347887592,301097.36055830563,3076941.203141369,0.9684746215908598,0.2491122384276629
-83.00753560675605,27.76605075647103,302166.3068624482,3072902.0970150223,0.9647573719273854,0.2631410521217939
-82.9954139134174,27.72992540159086,303296.18753594655,3068879.6159463385,0.9605238073518789,0.2781977992548661
-82.98264649142669,27.693977358134244,304490.9371032661,3064875.927521316,0.9557749305515411,0.29409910256441957
-82.9692025778962,27.65822611569008,305753.67841596145,3060893.1645947476,0.95052680817988,0.3106425388310008
-82.95506031609033,27.622690099587906,307086.6554102594,3056933.3583980873,0.9448140647855559,0.3276070557594808
-82.94020761943183,27.58738586673006,308491.1449178696,3052998.3503426975,0.9386931342510174,0.3447538247938684
-82.92464275236438,27.55232725941262,309967.3963228426,3049089.6985987662,0.932246108668566,0.3618248096417883
-82.90837530843159,27.517524306133105,311514.5315784707,3045208.5571216736,0.9255820837783404,0.37854696695198253
-82.89142644024248,27.482982292212494,313130.51944221026,3041355.5722058234,0.9188376070725299,0.39463584711633487
-82.87382953159477,27.448700625256993,314812.1058015558,3037530.756864997,0.9121742324498345,0.4098025983989795
-82.85562984914607,27.414672113540604,316554.84567690536,3033733.4093230255,0.9057714147442995,0.42376661528736587
-82.83688415542103,27.38088237361419,318353.13949611323,3029962.04573139,0.8998185245273517,0.4362643956563726
-82.81765963008213,27.34730972456111,320200.33881383704,3026214.385794385,0.8945021039520697,0.4470637382133788
-82.79803230343984,27.313925567742253,322088.90134604654,3022487.391562426,0.8899924117142489,0.455975336055641
-82.77808501608403,27.28069529842495,324010.59402335144,3018777.3646333353,0.8864297980322211,0.46286306091602897
-82.75790500250878,27.24757971688554,325956.73430979135,3015080.0983857154,0.8839131700361388,0.46765105349679714
-82.73758126570866,27.21453680713838,327918.45301744546,3011391.0709305936,0.8824911805348797,0.47032894475904236
-82.7172017300062,27.181523807713138,329886.97972805257,3007705.6704292772,0.882159093809112,0.4709515189591032
-82.69685064970406,27.14849922008426,331853.90294448874,3004019.4141854476,0.8828604732918853,0.4696353741987803
-82.67660604520039,27.115424744288415,333811.4275517101,3000328.160017259,0.8844944760465749,0.4665506637473522
-82.65653780534704,27.08226672758081,335752.5656533132,2996628.264846538,0.8869269012368527,0.46190980922945796
-82.63670606896896,27.048997255766043,337671.2993217213,2992916.7042747224,0.8900001323277685,0.4559602663133648
-82.61715993257144,27.01559484681347,339562.7105565382,2989191.148679649,0.8935447166611302,0.44897420786385955
-82.59793669419624,26.982044660563197,341423.05750407424,2985449.986491575,0.8973907066325355,0.441236806771102
-82.5790615399408,26.948338326888294,343249.8063377303,2981692.305795895,0.9013744636339758,0.43304050192627774
-82.5605472660096,26.914473637342084,345041.6595403158,2977917.8608474075,0.9053448718383276,0.42467712798788937
-82.54239462393836,26.880453899949142,346798.5219579698,2974127.0020000003,0.9091673012946327,0.416431048622259
-82.52459261547587,26.846287323287648,348521.47195452015,2970320.608740244,0.912723913050578,0.40857686981232905
-82.5071190305394,26.81198634821076,350212.70839346334,2966500.0171324546,0.9159131887526089,0.4013764201706772
-82.48994099539456,26.777567064022517,351875.49672315485,2962666.9565409217,0.9186492947286956,0.39507400989494396
-82.4730159091212,26.74304858536906,353514.0763802808,2958823.4823648646,0.920860142837338,0.3898930588425466
-82.45629227470107,26.708452611052145,355133.578816109,2954971.928703288,0.9224847620020543,0.38603350097370187
-82.439710853556,26.673802997380964,356739.91324738186,2951114.8629131867,0.9234739567808463,0.38366111497977945
-82.42320638829948,26.63912525789289,358339.5955759926,2947255.032548953,0.923789779470052,0.3829000435448819
-82.4067093802237,26.604446169341237,359939.5717068529,2943395.3240087526,0.9234074496583751,0.3838211587646201
-82.39014877929156,26.569793115873203,361546.9493496578,2939538.693049002,0.9223212128372186,0.386424093905235
-82.37345525400441,26.53519323682592,363168.67136043374,2935688.073979997,0.9205498273232716,0.3906251597312886
-82.35656487832675,26.500672348216067,364811.14672006154,2931846.264000803,0.9181459390446796,0.39624239376392284
